Quantity,Price Per Unit,Transaction Date,Total Spent,TotalSpent_Bin,Item_Cake,Item_Coffee,Item_Cookie,Item_Juice,Item_Salad,Item_Sandwich,Item_Smoothie,Item_Tea
1.4392946537128253,-1.5704024822392808,2023-04-20,5.0,Low,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.7150995446644675,0.03689332072636617,2023-04-10,12.0,High,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.4392946537128253,0.8405412222091896,2023-03-11,20.0,High,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7150995446644675,0.8405412222091896,2023-08-15,16.0,High,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.733290673432248,0.8405412222091896,2023-10-09,8.0,Medium,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.4574857824806058,0.8405412222091896,2023-05-28,4.0,Low,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.733290673432248,1.644189123692013,2023-04-29,10.0,Medium,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.7150995446644675,0.8405412222091896,2023-06-08,16.0,High,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7150995446644675,-0.7667545807564573,2023-06-29,8.0,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.009095564383890276,0.8405412222091896,2023-04-17,12.0,High,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7150995446644675,0.8405412222091896,2023-12-22,16.0,High,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.733290673432248,-1.168578531497869,2023-01-10,8.0,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7150995446644675,0.03689332072636617,2023-10-02,12.0,High,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.733290673432248,-1.5704024822392808,2023-02-23,2.0,Low,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.009095564383890276,1.644189123692013,2023-03-22,15.0,High,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.7150995446644675,0.03689332072636617,2023-11-03,12.0,High,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.4392946537128253,0.03689332072636617,2023-03-02,15.0,High,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.4392946537128253,0.03689332072636617,2023-06-26,15.0,High,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.009095564383890276,0.03689332072636617,2023-05-02,9.0,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4392946537128253,0.03689332072636617,2023-09-05,15.0,High,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4392946537128253,1.644189123692013,2023-01-08,25.0,High,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.009095564383890276,0.8405412222091896,2023-11-25,12.0,High,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.4392946537128253,0.8405412222091896,2023-12-05,20.0,High,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.009095564383890276,-1.5704024822392808,2023-03-19,2.0,Low,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.4392946537128253,0.03689332072636617,2023-06-27,15.0,High,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.009095564383890276,0.03689332072636617,2023-04-19,3.0,Low,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7150995446644675,0.8405412222091896,2023-11-03,16.0,High,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.4392946537128253,0.03689332072636617,2023-10-07,15.0,High,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.4574857824806058,1.644189123692013,2023-09-30,5.0,Low,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.4574857824806058,0.8405412222091896,2023-05-27,4.0,Low,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.7150995446644675,0.8405412222091896,2023-06-01,16.0,High,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.009095564383890276,0.03689332072636617,2023-10-20,8.0,Medium,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.009095564383890276,0.03689332072636617,2023-03-30,6.0,Medium,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.4574857824806058,-1.5704024822392808,2023-10-03,1.0,Low,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.733290673432248,0.03689332072636617,2023-10-27,10.0,Medium,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.733290673432248,-1.168578531497869,2023-03-22,3.0,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.733290673432248,0.03689332072636617,2023-01-31,6.0,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.733290673432248,1.644189123692013,2023-06-19,10.0,Medium,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.733290673432248,0.8405412222091896,2023-12-14,8.0,Medium,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.4574857824806058,-0.7667545807564573,2023-07-16,2.0,Low,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7150995446644675,0.8405412222091896,2023-02-22,16.0,High,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.4392946537128253,-1.168578531497869,2023-06-02,7.5,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7150995446644675,0.03689332072636617,2023-06-15,12.0,High,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.733290673432248,-0.7667545807564573,2023-12-09,4.0,Low,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.733290673432248,0.8405412222091896,2023-04-18,8.0,Medium,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.733290673432248,-1.5704024822392808,2023-11-07,2.0,Low,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.009095564383890276,0.03689332072636617,2023-10-28,9.0,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7150995446644675,0.03689332072636617,2023-12-22,12.0,High,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.009095564383890276,0.03689332072636617,2023-10-29,4.5,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.4392946537128253,0.03689332072636617,2023-04-30,15.0,High,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4392946537128253,-1.5704024822392808,2023-04-02,5.0,Low,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.733290673432248,-1.168578531497869,2023-08-16,3.0,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.4392946537128253,0.03689332072636617,2023-09-10,15.0,High,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.009095564383890276,-0.7667545807564573,2023-03-07,6.0,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.009095564383890276,0.03689332072636617,2023-08-07,8.0,Medium,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.009095564383890276,1.644189123692013,2023-08-20,15.0,High,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.4392946537128253,1.644189123692013,2023-06-10,25.0,High,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.7150995446644675,-0.7667545807564573,2023-04-15,8.0,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7150995446644675,0.03689332072636617,2023-05-27,12.0,High,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.7150995446644675,-0.7667545807564573,2023-07-25,8.0,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.009095564383890276,1.644189123692013,2023-10-28,15.0,High,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.733290673432248,0.03689332072636617,2023-12-15,6.0,Medium,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.7150995446644675,1.644189123692013,2023-02-25,20.0,High,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.009095564383890276,-1.5704024822392808,2023-04-03,3.0,Low,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.009095564383890276,-1.5704024822392808,2023-10-08,3.0,Low,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.4392946537128253,-1.5704024822392808,2023-12-28,5.0,Low,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.7150995446644675,-1.168578531497869,2023-08-30,6.0,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.4574857824806058,0.8405412222091896,2023-02-03,4.0,Low,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.733290673432248,0.8405412222091896,2023-09-12,8.0,Medium,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.4392946537128253,0.8405412222091896,2023-04-27,20.0,High,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.009095564383890276,0.03689332072636617,2023-05-04,9.0,Medium,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.4392946537128253,-0.7667545807564573,2023-02-21,10.0,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.009095564383890276,0.03689332072636617,2023-03-16,9.0,Medium,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.009095564383890276,0.03689332072636617,2023-01-10,9.0,Medium,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.733290673432248,1.644189123692013,2023-02-24,10.0,Medium,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.733290673432248,0.03689332072636617,2023-06-02,6.0,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.009095564383890276,-0.7667545807564573,2023-03-29,6.0,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.733290673432248,0.03689332072636617,2023-06-18,6.0,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4392946537128253,-0.7667545807564573,2023-09-23,10.0,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.009095564383890276,0.03689332072636617,2023-01-14,9.0,Medium,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.7150995446644675,-1.168578531497869,2023-09-14,6.0,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.4392946537128253,0.03689332072636617,2023-09-16,15.0,High,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.7150995446644675,0.8405412222091896,2023-12-28,16.0,High,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.733290673432248,0.03689332072636617,2023-02-06,6.0,Medium,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.733290673432248,0.8405412222091896,2023-03-11,8.0,Medium,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.4574857824806058,-1.168578531497869,2023-04-08,1.5,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.4574857824806058,-1.168578531497869,2023-12-19,1.5,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7150995446644675,0.03689332072636617,2023-07-14,12.0,High,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.4392946537128253,0.03689332072636617,2023-04-18,15.0,High,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.733290673432248,0.03689332072636617,2023-06-08,6.0,Medium,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.4392946537128253,-1.168578531497869,2023-12-12,7.5,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.4392946537128253,-0.7667545807564573,2023-01-05,10.0,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.009095564383890276,1.644189123692013,2023-06-10,15.0,High,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.4392946537128253,0.8405412222091896,2023-01-23,20.0,High,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.4574857824806058,-1.168578531497869,2023-02-20,1.5,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.009095564383890276,0.03689332072636617,2023-07-19,9.0,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4392946537128253,0.03689332072636617,2023-12-06,15.0,High,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.4574857824806058,0.03689332072636617,2023-05-31,8.0,Medium,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.733290673432248,1.644189123692013,2023-08-11,10.0,Medium,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.4392946537128253,-1.168578531497869,2023-09-03,7.5,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.733290673432248,0.03689332072636617,2023-07-11,8.0,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7150995446644675,0.03689332072636617,2023-06-06,20.0,High,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.7150995446644675,0.03689332072636617,2023-01-18,12.0,High,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.733290673432248,0.03689332072636617,2023-03-23,6.0,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.4574857824806058,-0.7667545807564573,2023-06-23,2.0,Low,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4392946537128253,-0.7667545807564573,2023-08-03,10.0,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.733290673432248,0.8405412222091896,2023-07-12,8.0,Medium,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.009095564383890276,-0.7667545807564573,2023-04-30,6.0,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4392946537128253,1.644189123692013,2023-11-25,25.0,High,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.733290673432248,-0.7667545807564573,2023-03-07,4.0,Low,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.733290673432248,0.03689332072636617,2023-06-27,6.0,Medium,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.4574857824806058,0.03689332072636617,2023-11-02,3.0,Low,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.4574857824806058,0.03689332072636617,2023-07-31,1.0,Low,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.733290673432248,-1.168578531497869,2023-09-19,3.0,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.4392946537128253,0.03689332072636617,2023-02-09,15.0,High,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.009095564383890276,0.8405412222091896,2023-05-21,12.0,High,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.009095564383890276,0.03689332072636617,2023-07-02,9.0,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7150995446644675,-1.5704024822392808,2023-11-21,4.0,Low,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.7150995446644675,0.8405412222091896,2023-12-02,16.0,High,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.733290673432248,-1.168578531497869,2023-11-25,8.0,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.009095564383890276,-0.7667545807564573,2023-04-17,6.0,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.009095564383890276,-1.5704024822392808,2023-03-13,3.0,Low,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.009095564383890276,0.03689332072636617,2023-08-12,9.0,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.009095564383890276,-1.5704024822392808,2023-02-16,3.0,Low,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.009095564383890276,1.644189123692013,2023-09-23,25.0,High,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.009095564383890276,0.8405412222091896,2023-04-11,16.0,High,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.4392946537128253,0.8405412222091896,2023-03-13,20.0,High,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.4574857824806058,0.8405412222091896,2023-11-07,4.0,Low,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.009095564383890276,0.8405412222091896,2023-03-26,12.0,High,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.733290673432248,0.03689332072636617,2023-11-01,6.0,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.4574857824806058,1.644189123692013,2023-07-22,5.0,Low,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.009095564383890276,0.03689332072636617,2023-09-14,9.0,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.733290673432248,0.03689332072636617,2023-07-26,8.0,Medium,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.4392946537128253,0.8405412222091896,2023-02-28,20.0,High,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7150995446644675,-0.7667545807564573,2023-01-27,8.0,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.009095564383890276,-1.5704024822392808,2023-12-06,3.0,Low,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.4392946537128253,0.03689332072636617,2023-01-19,15.0,High,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.4574857824806058,0.8405412222091896,2023-02-20,4.0,Low,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7150995446644675,0.03689332072636617,2023-04-07,12.0,High,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.733290673432248,0.8405412222091896,2023-03-20,8.0,Medium,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7150995446644675,-1.5704024822392808,2023-12-27,4.0,Low,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.733290673432248,0.03689332072636617,2023-10-26,3.0,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.009095564383890276,0.03689332072636617,2023-04-11,12.0,High,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.009095564383890276,0.03689332072636617,2023-05-15,9.0,Medium,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.733290673432248,-0.7667545807564573,2023-12-10,4.0,Low,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.733290673432248,0.03689332072636617,2023-08-15,6.0,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.4574857824806058,0.8405412222091896,2023-04-21,4.0,Low,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.009095564383890276,-0.7667545807564573,2023-02-04,6.0,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.4574857824806058,-1.5704024822392808,2023-04-15,1.0,Low,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.4574857824806058,0.8405412222091896,2023-11-12,4.0,Low,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.4392946537128253,-1.168578531497869,2023-08-05,7.5,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.009095564383890276,0.8405412222091896,2023-05-10,12.0,High,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.4392946537128253,0.8405412222091896,2023-07-15,20.0,High,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.009095564383890276,0.03689332072636617,2023-01-11,15.0,High,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.4574857824806058,0.03689332072636617,2023-10-01,3.0,Low,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.009095564383890276,1.644189123692013,2023-05-04,25.0,High,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.7150995446644675,1.644189123692013,2023-04-26,20.0,High,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.4574857824806058,1.644189123692013,2023-05-28,5.0,Low,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.4574857824806058,0.03689332072636617,2023-04-30,3.0,Low,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.4574857824806058,1.644189123692013,2023-01-14,5.0,Low,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.7150995446644675,-0.7667545807564573,2023-03-01,8.0,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.009095564383890276,0.03689332072636617,2023-11-13,9.0,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.733290673432248,-1.5704024822392808,2023-07-09,2.0,Low,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.733290673432248,1.644189123692013,2023-05-13,10.0,Medium,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.4574857824806058,1.644189123692013,2023-12-27,5.0,Low,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.4392946537128253,-1.5704024822392808,2023-05-18,5.0,Low,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.4574857824806058,0.03689332072636617,2023-01-17,3.0,Low,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4392946537128253,0.03689332072636617,2023-07-14,15.0,High,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.4574857824806058,1.644189123692013,2023-03-29,5.0,Low,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.7150995446644675,0.03689332072636617,2023-09-22,12.0,High,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.009095564383890276,-1.168578531497869,2023-09-30,4.5,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7150995446644675,0.03689332072636617,2023-08-22,12.0,High,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.4574857824806058,0.8405412222091896,2023-07-27,4.0,Low,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.009095564383890276,1.644189123692013,2023-05-18,8.0,Medium,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.7150995446644675,-0.7667545807564573,2023-12-21,8.0,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4392946537128253,0.8405412222091896,2023-09-28,8.0,Medium,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.009095564383890276,0.03689332072636617,2023-11-16,15.0,High,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.7150995446644675,0.03689332072636617,2023-04-14,12.0,High,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.009095564383890276,-1.168578531497869,2023-10-20,4.5,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.7150995446644675,-0.7667545807564573,2023-01-12,8.0,Medium,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.009095564383890276,0.8405412222091896,2023-08-31,12.0,High,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.733290673432248,0.03689332072636617,2023-07-07,6.0,Medium,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.733290673432248,0.03689332072636617,2023-10-21,6.0,Medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.733290673432248,0.03689332072636617,2023-09-02,6.0,Medium,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.009095564383890276,1.644189123692013,2023-12-13,15.0,High,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.7150995446644675,-1.168578531497869,2023-07-14,8.0,Medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.4574857824806058,1.644189123692013,2023-05-10,5.0,Low,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.733290673432248,-1.5704024822392808,2023-08-19,2.0,Low,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.733290673432248,0.8405412222091896,2023-01-06,8.0,Medium,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.4392946537128253,0.8405412222091896,2023-07-10,20.0,High,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.733290673432248,1.644189123692013,2023-10-13,10.0,Medium,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.4574857824806058,-1.168578531497869,2023-05-29,1.5,Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
